"Dataset Name","Dataset Code","Country Name","Country Code","Indicator Name","Indicator Code","Metadata Attribute","Metadata Value","Frequency"
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Broad Money, Percent change, Previous period, Percent","FMB_PC_PP_PT","Indicator Sort Order","14",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Broad Money, Percent change, Previous period, Percent","FMB_PC_PP_PT","Indicator Source Code","FMB|PCOPP",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Broad Money, Percent change, Previous period, Percent","FMB_PC_PP_PT","Indicator Source Code - Collection","FMB|PCOPP",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Broad Money, Percent change, Previous period, Percent","FMB_PC_PP_PT","Indicator Source Code - Dissemination","FMB_PCH",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Broad Money, Percent change, Previous period, Percent","FMB_PC_PP_PT","Indicator Source Code - EDD","FMB|PCOPP",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Broad Money, Percent change, Previous period, Percent","FMB_PC_PP_PT","Indicator Topic","Financial Sector",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Broad Money, Percent change, Previous period, Percent","FMB_PC_PP_PT","Indicator Unit","Percent",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Broad Money, Percent of GDP, Percent","FMB_GDP_PT","Indicator Alternate Publication Codes","E-Library Concept: FMB, Unit: PGDP",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Broad Money, Percent of GDP, Percent","FMB_GDP_PT","Indicator Code","FMB_GDP_PT",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Broad Money, Percent of GDP, Percent","FMB_GDP_PT","Indicator Concept","Broad Money",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Broad Money, Percent of GDP, Percent","FMB_GDP_PT","Indicator CTS Code","FMB",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Broad Money, Percent of GDP, Percent","FMB_GDP_PT","Indicator Definition","",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Broad Money, Percent of GDP, Percent","FMB_GDP_PT","Indicator Dissemination Name","Broad Money % of GDP",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Broad Money, Percent of GDP, Percent","FMB_GDP_PT","Indicator Full Name","Monetary, Broad Money, Percent of GDP, Percent",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Broad Money, Percent of GDP, Percent","FMB_GDP_PT","Indicator Key Indicator","Other Indicator",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Broad Money, Percent of GDP, Percent","FMB_GDP_PT","Indicator Mobile","2",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Broad Money, Percent of GDP, Percent","FMB_GDP_PT","Indicator Name","Broad Money, Percent of GDP, Percent",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Broad Money, Percent of GDP, Percent","FMB_GDP_PT","Indicator SDMX Code","FMB_GDP_PT",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Broad Money, Percent of GDP, Percent","FMB_GDP_PT","Indicator SDMX Name","Broad Money, Percent of GDP, Percent",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Broad Money, Percent of GDP, Percent","FMB_GDP_PT","Indicator Short Name","Broad Money, Percent of GDP, Percent",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Broad Money, Percent of GDP, Percent","FMB_GDP_PT","Indicator Sort Order","13",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Broad Money, Percent of GDP, Percent","FMB_GDP_PT","Indicator Source Code","FMB|PGDP",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Broad Money, Percent of GDP, Percent","FMB_GDP_PT","Indicator Source Code - Collection","FMB|PGDP",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Broad Money, Percent of GDP, Percent","FMB_GDP_PT","Indicator Source Code - Dissemination","FMB_GDP",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Broad Money, Percent of GDP, Percent","FMB_GDP_PT","Indicator Source Code - EDD","FMB|PGDP",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Broad Money, Percent of GDP, Percent","FMB_GDP_PT","Indicator Topic","Financial Sector",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Broad Money, Percent of GDP, Percent","FMB_GDP_PT","Indicator Unit","Percent",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Claims on Private Sector, Percent change, Previous period, Percent","FDSAOP_PC_PP_PT","Indicator Alternate Publication Codes","E-Library Concept: FDSAOP, Unit: PCOPP",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Claims on Private Sector, Percent change, Previous period, Percent","FDSAOP_PC_PP_PT","Indicator Code","FDSAOP_PC_PP_PT",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Claims on Private Sector, Percent change, Previous period, Percent","FDSAOP_PC_PP_PT","Indicator Concept","Claims on Private Sector change",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Claims on Private Sector, Percent change, Previous period, Percent","FDSAOP_PC_PP_PT","Indicator CTS Code","FDSAOP",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Claims on Private Sector, Percent change, Previous period, Percent","FDSAOP_PC_PP_PT","Indicator Definition","",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Claims on Private Sector, Percent change, Previous period, Percent","FDSAOP_PC_PP_PT","Indicator Dissemination Name","Credit to Private Sector % Change",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Claims on Private Sector, Percent change, Previous period, Percent","FDSAOP_PC_PP_PT","Indicator Full Name","Monetary, Depository Corporations Survey, Domestic Claims, Claims on Other Sectors, Claims on Private Sector (refers to the Depository Corporations), Percentage change, previous period, Percent",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Claims on Private Sector, Percent change, Previous period, Percent","FDSAOP_PC_PP_PT","Indicator Key Indicator","Other Indicator",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Claims on Private Sector, Percent change, Previous period, Percent","FDSAOP_PC_PP_PT","Indicator Mobile","3",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Claims on Private Sector, Percent change, Previous period, Percent","FDSAOP_PC_PP_PT","Indicator Name","Claims on Private Sector, Percent change, Previous period, Percent",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Claims on Private Sector, Percent change, Previous period, Percent","FDSAOP_PC_PP_PT","Indicator SDMX Code","FDSAOP_PC_PP_PT",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Claims on Private Sector, Percent change, Previous period, Percent","FDSAOP_PC_PP_PT","Indicator SDMX Name","Claims on Private Sector, Percent change, Previous period, Percent",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Claims on Private Sector, Percent change, Previous period, Percent","FDSAOP_PC_PP_PT","Indicator Short Name","Claims on Private Sector, Percent change, Previous period, Percent",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Claims on Private Sector, Percent change, Previous period, Percent","FDSAOP_PC_PP_PT","Indicator Sort Order","16",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Claims on Private Sector, Percent change, Previous period, Percent","FDSAOP_PC_PP_PT","Indicator Source Code","FDSAOP|PCOPP",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Claims on Private Sector, Percent change, Previous period, Percent","FDSAOP_PC_PP_PT","Indicator Source Code - Collection","FDSAOP|PCOPP",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Claims on Private Sector, Percent change, Previous period, Percent","FDSAOP_PC_PP_PT","Indicator Source Code - Dissemination","FDSAOP_PCH",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Claims on Private Sector, Percent change, Previous period, Percent","FDSAOP_PC_PP_PT","Indicator Source Code - EDD","FDSAOP|PCOPP",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Claims on Private Sector, Percent change, Previous period, Percent","FDSAOP_PC_PP_PT","Indicator Topic","Financial Sector",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Claims on Private Sector, Percent change, Previous period, Percent","FDSAOP_PC_PP_PT","Indicator Unit","Percent",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Claims on Private Sector, Percent of GDP, Percent","FDSAOP_GDP_PT","Indicator Alternate Publication Codes","E-Library Concept: FDSAOP, Unit: PGDP",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Claims on Private Sector, Percent of GDP, Percent","FDSAOP_GDP_PT","Indicator Code","FDSAOP_GDP_PT",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Claims on Private Sector, Percent of GDP, Percent","FDSAOP_GDP_PT","Indicator Concept","Claims on Private Sector",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Claims on Private Sector, Percent of GDP, Percent","FDSAOP_GDP_PT","Indicator CTS Code","FDSAOP",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Claims on Private Sector, Percent of GDP, Percent","FDSAOP_GDP_PT","Indicator Definition","",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Claims on Private Sector, Percent of GDP, Percent","FDSAOP_GDP_PT","Indicator Dissemination Name","Credit to Private Sector % of GDP",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Claims on Private Sector, Percent of GDP, Percent","FDSAOP_GDP_PT","Indicator Full Name","Monetary, Depository Corporations Survey, Domestic Claims, Claims on Other Sectors, Claims on Private Sector (refers to the Depository Corporations), Percent of GDP, Percent",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Claims on Private Sector, Percent of GDP, Percent","FDSAOP_GDP_PT","Indicator Key Indicator","Other Indicator",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Claims on Private Sector, Percent of GDP, Percent","FDSAOP_GDP_PT","Indicator Mobile","5",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Claims on Private Sector, Percent of GDP, Percent","FDSAOP_GDP_PT","Indicator Name","Claims on Private Sector, Percent of GDP, Percent",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Claims on Private Sector, Percent of GDP, Percent","FDSAOP_GDP_PT","Indicator SDMX Code","FDSAOP_GDP_PT",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Claims on Private Sector, Percent of GDP, Percent","FDSAOP_GDP_PT","Indicator SDMX Name","Claims on Private Sector, Percent of GDP, Percent",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Claims on Private Sector, Percent of GDP, Percent","FDSAOP_GDP_PT","Indicator Short Name","Claims on Private Sector, Percent of GDP, Percent",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Claims on Private Sector, Percent of GDP, Percent","FDSAOP_GDP_PT","Indicator Sort Order","15",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Claims on Private Sector, Percent of GDP, Percent","FDSAOP_GDP_PT","Indicator Source Code","FDSAOP|PGDP",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Claims on Private Sector, Percent of GDP, Percent","FDSAOP_GDP_PT","Indicator Source Code - Collection","FDSAOP|PGDP",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Claims on Private Sector, Percent of GDP, Percent","FDSAOP_GDP_PT","Indicator Source Code - Dissemination","FDSAOP_GDP",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Claims on Private Sector, Percent of GDP, Percent","FDSAOP_GDP_PT","Indicator Source Code - EDD","FDSAOP|PGDP",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Claims on Private Sector, Percent of GDP, Percent","FDSAOP_GDP_PT","Indicator Topic","Financial Sector",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Claims on Private Sector, Percent of GDP, Percent","FDSAOP_GDP_PT","Indicator Unit","Percent",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Consumer Prices, All items, Percent change, Previous period, Percent","PCPI_PC_PP_PT","Indicator Alternate Publication Codes","E-Library Concept: PCPI, Unit: PCOPP",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Consumer Prices, All items, Percent change, Previous period, Percent","PCPI_PC_PP_PT","Indicator Code","PCPI_PC_PP_PT",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Consumer Prices, All items, Percent change, Previous period, Percent","PCPI_PC_PP_PT","Indicator Concept","Consumer Prices, All items change",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Consumer Prices, All items, Percent change, Previous period, Percent","PCPI_PC_PP_PT","Indicator CTS Code","PCPI",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Consumer Prices, All items, Percent change, Previous period, Percent","PCPI_PC_PP_PT","Indicator Definition","",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Consumer Prices, All items, Percent change, Previous period, Percent","PCPI_PC_PP_PT","Indicator Dissemination Name","CPI (period average) % Change ",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Consumer Prices, All items, Percent change, Previous period, Percent","PCPI_PC_PP_PT","Indicator Full Name","Prices, Consumer Price Index, All items, Percentage change, previous period, Percent",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Consumer Prices, All items, Percent change, Previous period, Percent","PCPI_PC_PP_PT","Indicator Key Indicator","Key Indicator",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Consumer Prices, All items, Percent change, Previous period, Percent","PCPI_PC_PP_PT","Indicator Mobile","6",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Consumer Prices, All items, Percent change, Previous period, Percent","PCPI_PC_PP_PT","Indicator Name","Consumer Prices, All items, Percent change, Previous period, Percent",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Consumer Prices, All items, Percent change, Previous period, Percent","PCPI_PC_PP_PT","Indicator SDMX Code","PCPI_PC_PP_PT",""
